model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6,2017,11000,1,24220.0,4,145,60.1,1.0
5,2016,8262,1,31003.0,4,0,65.7,1.0
5,2018,10600,1,21300.0,4,145,56.5,1.0
6,2019,15240,1,13206.0,0,150,80.7,1.5
6,2018,13610,1,10490.0,4,150,58.9,1.0
10,2016,12260,0,45670.0,0,125,56.6,1.5
14,2017,9550,1,73614.0,0,150,65.7,2.0
5,2018,10600,1,27401.0,4,150,56.5,1.0
5,2014,6500,1,32930.0,4,30,54.3,1.2
6,2014,7038,1,57960.0,0,125,57.7,2.0
5,2017,11000,2,13305.0,4,150,57.7,1.0
5,2014,9200,1,13462.0,4,0,65.7,1.0
13,2019,20000,1,6329.0,4,150,35.3,1.5
5,2018,12000,1,15011.0,4,150,58.9,1.0
5,2019,15000,1,5323.0,4,150,58.9,1.0
5,2019,15250,2,15695.0,4,150,48.7,1.0
6,2014,6500,1,45073.0,4,20,58.9,1.0
16,2019,20000,1,470.0,4,145,51.4,1.0
16,2019,20000,1,1085.0,4,145,51.4,1.0
5,2015,7250,1,36620.0,4,0,65.7,1.0
6,2014,6926,1,40360.0,4,20,58.9,1.0
1,2016,10657,0,4930.0,0,20,64.2,1.5
13,2017,14980,1,14590.0,0,145,60.1,2.0
5,2015,8109,1,23980.0,4,0,65.7,1.0
5,2018,9990,1,40220.0,4,145,56.5,1.0
6,2016,10600,1,22430.0,4,20,60.1,1.0
5,2015,7100,1,22980.0,4,0,65.7,1.0
6,2017,10990,1,17980.0,0,145,74.3,1.5
5,2014,6722,1,64430.0,4,0,65.7,1.0
6,2019,19500,1,1059.0,4,145,49.6,1.0
6,2017,10680,1,22040.0,0,145,74.3,1.5
5,2018,11500,1,10980.0,4,145,56.5,1.0
6,2018,13595,1,6380.0,4,145,60.1,1.0
5,2018,10600,1,27380.0,4,145,56.5,1.0
5,2017,9700,1,23830.0,4,145,65.7,1.0
0,2016,9600,2,8690.0,4,160,44.1,1.6
11,2014,4340,1,40770.0,4,30,57.7,1.2
5,2017,9660,1,21430.0,4,0,65.7,1.0
5,2017,8800,1,11360.0,4,0,65.7,1.0
5,2018,10160,1,9440.0,4,145,65.7,1.0
0,2016,6590,1,57090.0,0,20,70.6,1.6
5,2014,6200,1,37960.0,4,30,54.3,1.2
6,2016,8620,1,42610.0,0,0,74.3,1.5
6,2017,10400,1,21060.0,0,0,74.3,1.5
6,2016,8700,1,40580.0,0,0,74.3,1.5
5,2017,11110,1,24480.0,4,145,47.9,1.6
5,2017,9390,1,25710.0,4,20,62.8,1.0
5,2015,8130,1,30610.0,4,0,65.7,1.0
5,2015,6970,1,54790.0,0,0,88.3,1.5
2,2019,16497,2,8420.0,4,145,44.1,1.0
5,2015,6950,1,20060.0,4,125,54.3,1.2
5,2017,11440,2,5890.0,4,145,54.3,1.0
6,2016,8125,1,46480.0,4,20,61.4,1.0
5,2018,9700,1,20800.0,4,145,58.9,1.0
5,2018,9700,1,25460.0,4,145,58.9,1.0
5,2018,10360,1,22620.0,4,145,65.7,1.0
5,2018,9990,1,26610.0,4,145,58.9,1.0
5,2018,10100,1,26830.0,4,145,65.7,1.0
6,2013,6191,1,78290.0,0,20,67.3,1.6
5,2017,8290,1,26030.0,0,145,78.5,1.5
6,2017,11495,1,16700.0,4,145,60.1,1.0
13,2019,20995,1,12000.0,0,145,39.2,2.0
12,2017,7595,1,9714.0,4,30,57.7,1.2
5,2018,9695,1,15500.0,4,145,65.7,1.0
12,2018,6950,1,27760.0,4,145,57.7,1.2
6,2017,11000,1,27980.0,0,145,74.3,1.5
6,2017,9750,1,22850.0,4,145,61.4,1.0
5,2016,7300,1,15700.0,4,125,54.3,1.2
5,2016,6630,1,58740.0,4,0,65.7,1.0
13,2019,19500,1,1428.0,0,145,54.3,1.5
8,2016,22000,0,40874.0,4,260,35.8,2.0
5,2018,12000,2,1786.0,4,145,50.4,1.0
10,2017,12750,1,14825.0,0,125,61.4,1.5
5,2019,11500,1,16302.0,0,145,55.4,1.5
13,2018,17500,1,12125.0,0,145,54.3,1.5
9,2016,10000,1,11969.0,0,30,64.2,1.5
18,2017,19250,0,32805.0,4,260,35.8,2.0
6,2017,10500,1,21967.0,4,20,60.1,1.0
6,2017,13500,2,8863.0,4,125,51.4,1.0
5,2016,7550,1,45000.0,0,0,78.5,1.5
5,2018,11500,1,13340.0,4,145,56.5,1.0
5,2018,10600,1,23050.0,4,145,56.5,1.0
5,2018,10600,1,20830.0,4,145,56.5,1.0
5,2018,11200,1,16960.0,4,145,56.5,1.0
6,2018,12550,1,28230.0,4,145,60.1,1.0
5,2018,10600,1,22200.0,4,145,56.5,1.0
5,2018,11500,1,11680.0,4,145,56.5,1.0
5,2018,11500,1,13480.0,4,145,56.5,1.0
12,2018,8995,1,6000.0,4,145,47.9,1.2
5,2017,8730,1,18041.0,4,145,54.3,1.2
5,2016,7490,1,16826.0,4,125,54.3,1.2
6,2018,13300,1,7871.0,4,145,57.7,1.0
18,2017,20495,1,30478.0,0,145,56.5,2.0
6,2015,10495,2,18230.0,0,20,67.3,1.5
5,2015,9995,1,14500.0,4,0,65.7,1.0
6,2016,8995,1,37000.0,0,0,74.3,1.5
5,2019,15995,1,4000.0,4,145,55.4,1.0
13,2017,13995,1,30000.0,0,150,60.1,2.0
6,2018,11100,1,19841.0,4,145,60.1,1.0
21,2016,22495,1,31250.0,0,240,44.1,2.0
13,2017,19995,2,24458.0,0,145,54.3,2.0
1,2015,7500,1,37946.0,0,20,68.9,1.5
13,2017,15999,0,11560.0,4,145,38.2,1.5
1,2013,5995,1,66936.0,0,30,62.8,1.6
6,2016,9280,2,12500.0,4,125,51.4,1.0
13,2018,13500,2,49835.0,0,150,54.3,2.0
5,2019,14995,1,15.0,4,150,58.9,1.0
6,2019,14995,1,19721.0,4,145,60.1,1.0
5,2018,10600,1,21090.0,4,145,56.5,1.0
5,2018,10695,1,10000.0,4,145,65.7,1.0
6,2014,7495,1,25750.0,4,20,60.1,1.0
5,2018,10995,1,9000.0,4,145,65.7,1.0
5,2016,8995,1,30000.0,4,0,65.7,1.0
5,2018,11295,1,15000.0,4,145,65.7,1.0
13,2019,18995,1,16250.0,4,145,35.3,1.5
18,2019,21495,1,13000.0,0,145,56.5,2.0
13,2019,19495,1,10500.0,0,145,38.2,2.0
2,2019,16495,0,3200.0,4,145,45.6,1.0
6,2019,18995,1,1800.0,4,145,60.1,1.0
5,2017,8995,1,32000.0,4,145,65.7,1.0
5,2017,8995,1,7501.0,0,0,78.5,1.5
1,2016,9690,1,9763.0,0,20,68.9,1.5
2,2017,8990,1,34000.0,4,125,52.3,1.0
5,2017,8990,1,5590.0,4,145,54.3,1.2
5,2013,5975,1,22230.0,4,30,54.3,1.2
6,2015,7150,1,44670.0,4,20,60.1,1.0
5,2018,11500,1,13870.0,4,145,56.5,1.0
5,2014,7930,1,25259.0,4,0,65.7,1.0
3,2017,19395,2,39000.0,0,160,48.7,2.0
13,2019,18695,1,12000.0,4,145,39.2,1.5
5,2017,9995,1,24750.0,4,145,65.7,1.0
0,2013,5195,1,60903.0,4,30,55.4,1.0
5,2019,14595,1,3902.0,4,145,58.9,1.0
5,2017,9495,1,6999.0,4,145,65.7,1.0
2,2018,14495,1,8750.0,4,145,54.3,1.0
5,2015,5495,1,41000.0,4,30,54.3,1.2
5,2017,7750,1,19705.0,4,125,54.3,1.2
5,2019,12995,1,3238.0,4,145,58.9,1.0
14,2019,19500,1,22.0,0,145,65.7,2.0
14,2019,19500,1,21.0,0,145,65.7,2.0
5,2018,12900,2,33399.0,4,145,54.3,1.0
13,2018,19900,1,4205.0,4,145,39.2,1.5
2,2018,14500,1,10012.0,4,145,54.3,1.0
6,2018,20500,1,7305.0,4,145,41.5,2.0
6,2016,17900,1,20096.0,4,200,41.5,2.0
13,2019,20700,1,11337.0,4,145,35.3,1.5
6,2017,12500,1,33820.0,0,145,74.3,1.5
6,2019,19500,0,1555.0,0,145,64.2,2.0
5,2018,10995,1,13659.0,4,150,65.7,1.0
6,2018,10895,1,16322.0,4,150,60.1,1.0
2,2018,14485,1,16326.0,4,150,54.3,1.0
5,2018,10795,1,27107.0,4,145,65.7,1.0
6,2019,17995,1,14569.0,4,145,60.1,1.0
5,2015,6895,1,42433.0,4,30,54.3,1.2
5,2017,10295,1,22608.0,0,0,78.5,1.5
6,2018,11495,1,17468.0,4,145,60.1,1.0
6,2018,13265,1,19550.0,4,145,57.7,1.0
12,2018,8695,1,7379.0,4,145,47.9,1.2
5,2016,9750,1,16804.0,4,0,65.7,1.0
13,2019,19595,1,14294.0,4,145,39.2,1.5
5,2013,7200,1,11010.0,4,0,65.7,1.0
5,2016,9790,1,9420.0,4,0,65.7,1.0
5,2016,10790,1,15882.0,0,0,78.5,1.5
5,2016,8568,1,24490.0,4,20,62.8,1.0
5,2018,11500,1,12930.0,4,145,56.5,1.0
5,2018,11420,1,20673.0,0,145,58.9,1.5
5,2018,9627,1,25940.0,4,145,56.5,1.0
6,2015,10270,1,18653.0,0,0,74.3,1.5
5,2017,7400,1,24000.0,4,145,54.3,1.2
5,2016,8250,1,25300.0,4,0,65.7,1.0
5,2018,11995,1,11981.0,4,150,65.7,1.0
3,2018,22795,2,12815.0,0,150,48.7,2.0
6,2018,12295,1,17139.0,4,150,57.7,1.0
6,2015,7495,1,56329.0,0,0,74.3,1.5
5,2018,11795,1,8015.0,4,150,56.5,1.0
5,2017,8295,1,35119.0,4,0,65.7,1.0
6,2018,13995,1,13520.0,4,150,57.7,1.0
6,2017,8895,1,29984.0,4,20,61.4,1.0
5,2016,10795,2,11735.0,4,0,57.7,1.0
5,2017,9500,1,12154.0,4,0,65.7,1.0
2,2018,17000,2,8122.0,4,145,44.1,1.0
18,2017,17950,1,28280.0,4,145,43.5,1.5
2,2018,14500,1,9000.0,4,145,54.3,1.0
13,2018,16900,1,32155.0,0,145,60.1,2.0
6,2017,12000,1,28672.0,4,20,60.1,1.0
6,2017,13500,2,16856.0,4,145,51.4,1.0
6,2017,19500,1,9342.0,4,145,41.5,2.0
6,2019,16107,0,2750.0,4,145,51.4,1.0
5,2017,9263,1,37131.0,4,150,65.7,1.0
6,2019,15140,1,14581.0,0,150,80.7,1.5
6,2017,8700,1,45450.0,0,0,74.3,1.5
5,2016,9060,1,17193.0,0,0,78.5,1.5
8,2017,18990,1,20540.0,0,145,56.5,2.0
5,2016,8225,1,28850.0,4,0,65.7,1.0
5,2013,6600,1,41900.0,4,0,65.7,1.0
5,2015,7995,1,31563.0,4,0,65.7,1.0
6,2019,14995,1,6623.0,4,145,60.1,1.0
13,2019,21000,1,6008.0,4,145,35.3,1.5
2,2019,17900,2,2565.0,4,145,45.6,1.0
5,2017,10000,1,16097.0,4,145,65.7,1.0
5,2017,10650,1,18556.0,4,145,65.7,1.0
5,2017,9500,1,34740.0,4,0,65.7,1.0
5,2019,15995,1,10219.0,4,145,55.4,1.0
6,2019,16495,1,7045.0,4,145,60.1,1.0
2,2018,15500,1,4287.0,4,145,53.3,1.0
14,2017,14500,0,28377.0,4,145,44.8,1.5
5,2017,7500,1,45162.0,4,125,54.3,1.2
6,2019,17990,1,10318.0,4,145,60.1,1.0
5,2017,12500,1,4798.0,4,145,65.7,1.0
12,2017,7200,1,20190.0,4,30,57.7,1.2
6,2017,11817,2,12582.0,4,125,51.4,1.0
5,2018,13589,1,4446.0,4,145,62.8,1.0
13,2019,21500,1,5071.0,0,145,39.2,2.0
6,2017,11728,1,9340.0,0,0,74.3,1.5
1,2016,10328,2,25650.0,0,125,58.9,2.0
15,2019,38000,2,1780.0,4,145,22.1,5.0
13,2018,16000,1,8483.0,0,145,60.1,2.0
6,2019,17200,1,3608.0,4,150,60.1,1.0
13,2019,23551,1,3500.0,0,150,37.7,2.0
0,2017,9500,1,11708.0,4,30,57.7,1.0
1,2016,10500,1,16072.0,0,20,68.9,1.5
16,2020,24500,1,384.0,4,145,49.6,1.0
13,2017,14700,1,9185.0,0,145,60.1,2.0
12,2017,7500,1,14272.0,4,145,57.7,1.2
3,2017,17000,1,45386.0,0,160,48.7,2.0
2,2017,8600,1,42727.0,4,125,52.3,1.0
6,2019,15750,1,5155.0,0,145,80.7,1.5
13,2019,18500,1,1956.0,0,145,38.2,2.0
5,2019,12500,1,6288.0,0,145,58.9,1.5
6,2018,18800,1,5087.0,4,150,41.5,2.0
5,2019,10766,1,1458.0,4,150,55.4,1.1
5,2019,12550,1,3327.0,4,150,56.5,1.0
5,2019,15000,1,6090.0,4,150,60.1,1.0
16,2019,21200,1,10.0,4,150,50.4,1.0
5,2016,10900,1,4110.0,4,0,65.7,1.0
5,2018,12500,1,9131.0,4,145,58.9,1.0
6,2018,13500,1,12929.0,4,145,51.4,1.5
6,2017,11900,1,21791.0,4,145,60.1,1.0
5,2016,9000,1,18903.0,4,0,65.7,1.0
5,2018,12900,1,14806.0,4,145,62.8,1.0
6,2019,19900,0,942.0,4,145,51.4,1.0
5,2018,11250,1,8500.0,4,145,65.7,1.0
5,2018,12450,1,17600.0,4,145,61.4,1.0
12,2018,7995,1,3569.0,4,145,57.7,1.2
5,2016,7511,1,21751.0,4,125,54.3,1.2
6,2015,9495,1,13886.0,0,20,67.3,1.6
6,2017,16958,1,24399.0,4,145,41.5,2.0
6,2019,16230,1,4924.0,4,145,60.1,1.0
5,2017,9916,1,10868.0,4,0,65.7,1.0
5,2019,14300,1,6240.0,4,145,55.4,1.0
8,2016,19900,1,33584.0,0,125,56.5,2.0
13,2019,18600,1,4343.0,4,145,34.4,1.5
5,2016,8000,1,45375.0,0,0,78.5,1.5
13,2018,15991,1,10924.0,4,145,39.2,1.5
5,2017,10291,1,22437.0,4,0,65.7,1.0
5,2016,8000,1,11521.0,4,125,54.3,1.2
1,2017,9491,1,32614.0,0,20,68.9,1.5
9,2017,13500,1,11286.0,4,30,54.3,1.0
0,2017,9900,1,33766.0,4,30,56.5,1.0
6,2019,18990,1,16496.0,4,145,51.4,1.5
2,2018,12900,1,7050.0,4,145,53.3,1.0
5,2017,8900,1,13029.0,4,0,65.7,1.0
5,2017,11000,1,14321.0,4,0,65.7,1.0
5,2018,9900,1,29626.0,4,145,65.7,1.0
6,2018,13900,1,12892.0,0,145,74.3,1.5
5,2017,9500,1,14628.0,4,145,65.7,1.0
6,2018,20900,1,12307.0,4,145,41.5,2.0
2,2019,17448,1,3260.0,4,145,51.4,1.0
5,2015,8600,1,16682.0,4,0,65.7,1.0
5,2017,10300,1,7635.0,4,0,65.7,1.0
6,2019,15500,1,8580.0,4,145,58.9,1.0
13,2019,18992,1,1300.0,0,145,38.2,2.0
5,2018,9775,1,14392.0,4,145,64.2,1.1
5,2017,10848,1,15000.0,4,145,65.7,1.0
13,2017,16250,1,20708.0,0,145,54.3,2.0
5,2018,10900,1,18180.0,4,145,65.7,1.0
5,2018,13700,1,16079.0,4,145,61.4,1.0
5,2018,10800,1,21287.0,4,145,65.7,1.0
5,2018,13500,1,5159.0,4,145,62.8,1.0
2,2017,12200,1,18868.0,4,125,52.3,1.0
6,2018,13500,1,11000.0,4,145,57.7,1.0
5,2018,13000,2,6000.0,4,145,54.3,1.0
13,2019,23700,1,5345.0,0,145,37.7,2.0
5,2019,20500,1,3000.0,4,145,40.3,1.5
6,2019,17900,1,6690.0,4,145,51.4,1.5
6,2019,17300,1,3332.0,4,145,60.1,1.0
6,2019,18800,1,5828.0,4,145,60.1,1.0
13,2018,18000,2,7276.0,0,145,58.9,1.5
1,2018,14700,1,4811.0,4,145,48.7,1.0
13,2017,11250,1,41147.0,0,30,64.2,1.5
5,2019,15200,1,6603.0,4,150,58.9,1.0
6,2018,12900,1,16165.0,4,145,57.7,1.0
1,2017,9000,1,33115.0,0,20,68.9,1.5
8,2016,17315,1,21013.0,4,160,43.5,1.5
6,2019,19000,1,3849.0,4,145,51.4,1.5
1,2017,10500,1,22742.0,0,20,68.9,1.5
13,2018,17000,1,12100.0,0,145,54.3,1.5
13,2019,23500,0,2444.0,4,145,29.1,1.5
9,2018,12800,1,10092.0,4,145,47.9,1.0
1,2017,10700,1,19313.0,0,20,68.9,1.5
5,2018,11500,1,7139.0,4,145,65.7,1.0
5,2018,10000,1,7071.0,4,145,60.1,1.0
5,2018,12000,1,8786.0,0,145,88.3,1.5
5,2018,12000,1,9662.0,0,145,88.3,1.5
5,2018,12000,1,14235.0,0,145,88.3,1.5
13,2017,15500,1,9210.0,0,145,60.1,2.0
10,2018,14900,1,18232.0,0,145,64.2,1.5
6,2019,18400,1,3674.0,0,145,57.7,1.5
5,2013,6127,1,26276.0,4,30,54.3,1.2
6,2018,16000,1,10754.0,0,145,80.7,1.5
5,2019,17515,2,3711.0,4,145,48.7,1.0
5,2016,10500,1,10871.0,4,20,62.8,1.0
6,2016,12317,0,2618.0,4,145,46.3,1.5
5,2013,6774,1,36313.0,4,0,65.7,1.0
13,2016,15225,0,24653.0,4,235,38.2,1.5
9,2018,14000,1,5113.0,4,145,47.9,1.0
18,2017,20500,0,16840.0,4,260,35.8,2.0
8,2016,20500,1,145.0,0,125,56.5,2.0
9,2017,14500,1,4040.0,4,145,54.3,1.0
6,2016,14500,0,3255.0,4,145,46.3,1.5
5,2018,12000,1,9653.0,4,145,65.7,1.0
9,2017,10500,1,17121.0,0,30,64.2,1.5
2,2019,15999,1,6770.0,0,145,68.9,1.5
6,2018,15000,1,10755.0,0,145,80.7,1.5
6,2018,15000,1,12234.0,0,145,74.3,1.5
5,2018,11900,1,8725.0,0,145,88.3,1.5
6,2019,18200,1,4101.0,4,145,58.9,1.0
13,2019,20900,1,3000.0,4,150,35.3,1.5
5,2017,10200,1,21829.0,4,0,65.7,1.0
6,2018,17000,1,27234.0,0,145,67.3,2.0
6,2020,29000,1,350.0,4,150,34.5,2.3
16,2020,19900,1,60.0,4,150,51.4,1.0
1,2016,10650,1,13624.0,0,20,68.9,1.5
5,2016,6991,1,52398.0,0,0,78.5,1.5
0,2016,8350,1,17303.0,0,0,74.4,1.5
6,2018,12400,1,21264.0,4,150,57.7,1.0
6,2018,14795,1,6894.0,4,145,58.9,1.0
12,2018,8495,1,13561.0,4,145,47.9,1.2
12,2019,10500,1,2801.0,4,150,43.5,1.2
2,2019,18100,2,10.0,4,150,45.6,1.0
2,2019,16700,1,238.0,4,150,53.3,1.0
5,2017,10200,1,10343.0,4,125,54.3,1.2
12,2018,9000,1,17554.0,4,145,57.7,1.2
5,2017,10500,1,17065.0,4,145,65.7,1.0
0,2017,10800,1,31017.0,4,145,57.7,1.0
5,2018,11200,1,10531.0,4,145,65.7,1.0
5,2017,9500,1,17373.0,4,0,65.7,1.0
5,2018,12500,1,13961.0,4,145,65.7,1.0
2,2018,14000,1,19676.0,4,145,54.3,1.0
6,2017,11700,1,39093.0,4,145,51.4,1.5
13,2018,16500,1,15910.0,0,145,60.1,2.0
2,2018,14195,1,13616.0,4,145,54.3,1.0
6,2019,19995,1,9172.0,4,145,60.1,1.0
6,2018,10295,1,22711.0,4,145,61.4,1.0
6,2020,22995,1,5817.0,4,145,60.1,1.0
5,2020,18995,1,1012.0,4,145,58.9,1.0
5,2019,21995,1,6014.0,4,145,40.3,1.5
6,2018,11995,1,10048.0,4,145,60.1,1.0
6,2020,18900,1,10.0,4,150,60.1,1.0
16,2019,21500,1,68.0,4,150,50.4,1.0
5,2014,6500,1,38254.0,4,0,65.7,1.0
13,2016,14000,1,36825.0,0,145,54.3,2.0
5,2019,16500,1,918.0,4,145,58.9,1.0
0,2017,10200,1,17363.0,4,30,57.7,1.0
18,2017,17400,1,13406.0,0,145,56.5,2.0
5,2017,11000,1,10914.0,4,145,65.7,1.0
9,2017,11000,1,12538.0,0,30,64.2,1.5
5,2017,8000,1,19841.0,4,145,65.7,1.0
5,2017,9500,1,14752.0,4,145,65.7,1.0
6,2018,19900,1,16744.0,0,145,67.3,2.0
6,2017,11800,1,6859.0,4,20,60.1,1.0
6,2018,13000,1,12581.0,4,145,51.4,1.5
13,2017,14800,1,22992.0,0,145,60.1,2.0
14,2019,19500,1,26.0,0,145,65.7,2.0
14,2019,19500,1,27.0,0,145,65.7,2.0
5,2017,11500,1,13632.0,0,145,88.3,1.5
0,2017,11500,1,14057.0,4,145,55.4,1.0
6,2018,10500,1,30753.0,4,150,60.1,1.0
5,2018,11500,1,27185.0,4,150,65.7,1.0
5,2016,8500,1,25100.0,4,0,65.7,1.0
5,2019,15000,1,12500.0,4,145,58.9,1.0
5,2013,5990,1,36690.0,4,30,54.3,1.2
5,2016,8600,1,15250.0,4,0,65.7,1.0
5,2016,6970,1,44900.0,4,0,65.7,1.0
5,2017,9700,1,13880.0,4,145,65.7,1.0
5,2013,6650,1,28620.0,4,0,65.7,1.0
5,2017,8200,1,28810.0,4,0,65.7,1.0
8,2016,18107,1,17766.0,0,125,56.5,2.0
13,2018,16000,1,13898.0,0,145,60.1,2.0
5,2017,9500,1,13787.0,4,125,54.3,1.2
14,2020,21000,1,17.0,0,145,65.7,2.0
14,2020,21500,1,23.0,0,145,62.8,2.0
14,2020,21000,1,7.0,0,145,65.7,2.0
2,2018,14000,1,4989.0,4,150,54.3,1.0
12,2018,9500,1,1295.0,4,150,48.7,1.2
1,2017,11800,1,16311.0,0,20,68.9,1.5
6,2017,12000,1,22296.0,0,145,74.3,1.5
2,2017,10800,1,17140.0,4,125,52.3,1.0
5,2018,11200,1,9438.0,4,145,65.7,1.0
5,2018,10700,1,26522.0,4,145,65.7,1.0
5,2018,9700,1,16716.0,4,145,64.2,1.1
5,2015,7100,1,14318.0,4,125,54.3,1.2
5,2015,8619,1,22967.0,4,0,65.7,1.0
5,2017,7200,1,20845.0,4,125,54.3,1.2
6,2018,13990,1,9770.0,4,145,58.9,1.0
6,2017,9890,2,39900.0,0,145,74.3,1.5
5,2018,11200,1,17140.0,4,145,56.5,1.0
5,2018,10990,1,12670.0,4,145,56.5,1.0
6,2014,6324,1,57170.0,4,30,56.5,1.0
6,2015,7360,1,76000.0,0,20,67.3,1.6
6,2016,9995,1,7905.0,0,0,74.3,1.5
5,2018,13000,1,9250.0,4,150,62.8,1.0
0,2015,6700,1,55864.0,0,20,70.6,1.6
2,2018,15000,1,10541.0,4,150,54.3,1.0
5,2018,15000,1,22104.0,4,150,65.7,1.0
5,2017,9670,1,17066.0,4,150,65.7,1.0
6,2018,16557,0,25000.0,0,145,74.3,1.5
5,2014,7350,2,37500.0,4,0,57.7,1.0
5,2018,10860,1,10510.0,4,150,65.7,1.0
2,2016,9500,1,16866.0,4,125,52.3,1.0
6,2019,20000,0,6290.0,4,145,39.8,1.5
13,2019,25000,2,4181.0,0,145,42.2,2.0
5,2016,8000,1,49566.0,4,0,65.7,1.0
6,2017,11400,1,15000.0,4,20,61.4,1.0
2,2018,15000,1,4777.0,4,145,54.3,1.0
6,2017,16000,1,38359.0,0,145,67.3,2.0
2,2019,13500,1,11349.0,4,145,53.3,1.0
2,2018,14200,1,21915.0,4,145,54.3,1.0
5,2017,10400,1,10556.0,4,145,65.7,1.0
5,2017,11000,1,6907.0,4,145,65.7,1.0
5,2016,7000,1,41592.0,4,0,65.7,1.0
5,2013,6995,1,21834.0,4,0,65.7,1.0
21,2019,26922,1,1410.0,0,145,30.1,2.0
6,2016,10250,1,34297.0,0,0,74.3,1.5
5,2017,13300,1,15067.0,4,150,47.9,1.6
5,2017,10990,1,14500.0,4,20,62.8,1.0
5,2016,9490,0,14000.0,4,145,47.9,1.6
12,2018,9990,1,6700.0,4,145,43.5,1.2
5,2016,10990,1,15989.0,4,150,47.9,1.6
5,2017,8880,1,8660.0,4,145,64.2,1.1
13,2016,12600,1,21866.0,0,145,54.3,2.0
6,2017,18777,1,7390.0,4,145,41.5,2.0
5,2014,6100,1,49620.0,4,30,54.3,1.2
5,2018,10150,1,15223.0,4,145,65.7,1.0
5,2015,8000,1,24678.0,4,125,54.3,1.2
5,2019,17000,1,796.0,4,145,58.9,1.0
15,2019,41000,2,678.0,4,145,22.1,5.0
2,2018,14990,1,2605.0,4,145,53.3,1.0
5,2013,6361,2,53141.0,4,145,47.9,1.6
5,2014,7500,2,25211.0,4,0,57.7,1.0
0,2017,10500,2,20348.0,4,150,44.1,1.6
5,2017,10500,1,28099.0,4,150,65.7,1.0
3,2017,19500,1,23577.0,0,150,48.7,2.0
5,2016,9500,1,23004.0,4,0,65.7,1.0
14,2019,19500,1,7.0,0,145,65.7,2.0
5,2019,14700,1,2162.0,4,150,56.5,1.0
5,2013,5850,1,48622.0,4,30,54.3,1.2
2,2019,14800,1,3631.0,4,150,54.3,1.0
5,2013,7000,1,49138.0,4,0,65.7,1.0
6,2013,5700,1,69498.0,0,20,67.3,1.6
6,2017,11800,1,21934.0,0,150,74.3,1.5
5,2017,10000,1,10633.0,4,150,65.7,1.0
5,2017,9850,1,22402.0,4,150,65.7,1.0
13,2019,20500,1,1005.0,0,150,38.2,2.0
1,2014,9000,1,41261.0,0,125,55.4,2.0
5,2017,9500,1,24321.0,4,0,65.7,1.0
5,2017,11000,1,23160.0,4,145,62.8,1.0
5,2018,11500,1,7225.0,4,145,58.9,1.0
1,2017,11250,1,12753.0,4,30,55.4,1.0
5,2019,13500,1,14839.0,4,145,58.9,1.0
12,2017,9000,1,25051.0,4,145,57.7,1.2
5,2018,11000,1,12000.0,4,145,65.7,1.0
9,2017,10750,1,37124.0,0,30,64.2,1.5
2,2018,14000,1,26372.0,4,145,54.3,1.0
2,2019,16000,1,816.0,0,145,67.3,1.5
2,2019,15750,1,14238.0,4,145,53.3,1.0
5,2017,12000,1,10854.0,4,145,62.8,1.0
6,2019,20500,0,953.0,0,145,64.2,2.0
13,2019,19750,1,13695.0,0,145,47.9,2.0
5,2017,9850,1,16730.0,4,0,65.7,1.0
0,2015,7600,1,38602.0,0,20,70.6,1.6
13,2017,15500,1,20949.0,0,145,64.2,1.5
5,2019,13250,1,14165.0,4,145,65.7,1.0
1,2016,10150,1,18213.0,0,20,68.9,1.5
5,2016,9650,1,7112.0,4,0,65.7,1.0
2,2018,15000,1,18534.0,4,145,54.3,1.0
2,2018,15200,1,9247.0,4,145,54.3,1.0
5,2017,10250,1,24594.0,4,145,65.7,1.0
5,2018,11850,1,9948.0,4,145,65.7,1.0
12,2019,11150,1,5870.0,4,145,43.5,1.2
6,2016,13500,1,32643.0,0,20,67.3,2.0
13,2017,16250,1,13193.0,0,145,60.1,2.0
5,2018,11000,1,10577.0,4,145,58.9,1.0
2,2018,14600,1,14730.0,4,145,54.3,1.0
6,2017,11295,1,5063.0,4,20,61.4,1.0
5,2017,9295,1,16129.0,4,145,65.7,1.0
5,2017,9295,1,16182.0,4,0,65.7,1.0
9,2017,11000,1,45435.0,4,150,54.3,1.0
5,2013,7500,1,47093.0,4,0,65.7,1.0
5,2017,12500,1,33830.0,4,150,47.9,1.6
5,2020,17000,1,627.0,4,145,54.3,1.0
0,2015,8500,1,27501.0,4,30,57.7,1.0
2,2016,10000,1,16602.0,4,125,52.3,1.0
14,2020,20000,1,10.0,0,145,65.7,2.0
8,2017,18200,2,46761.0,0,145,52.3,2.0
6,2014,6770,1,60852.0,4,30,56.5,1.0
6,2017,12790,1,3184.0,0,145,74.3,1.5
6,2018,12350,2,5315.0,4,145,51.4,1.0
5,2016,9180,1,22762.0,4,0,65.7,1.0
13,2017,16540,1,16490.0,4,145,45.6,1.5
12,2019,9490,1,2000.0,4,150,48.7,1.2
5,2016,9990,1,53000.0,4,145,47.9,1.6
1,2018,12890,1,12100.0,0,145,58.9,1.5
13,2015,13890,1,30500.0,0,145,54.3,2.0
5,2018,9750,1,17766.0,4,145,65.7,1.0
5,2018,9500,1,10932.0,4,145,64.2,1.1
5,2018,9600,1,22167.0,4,145,65.7,1.0
5,2018,11500,1,11000.0,4,145,65.7,1.0
