model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
6,2019,14999,1,4975.0,4,145,58.9,1.0
6,2016,9999,1,42315.0,4,20,60.1,1.0
3,2016,16499,1,44947.0,0,160,48.7,2.0
2,2019,14999,1,5899.0,4,145,51.4,1.0
5,2018,10999,1,5918.0,4,145,55.4,1.1
6,2016,8999,1,45934.0,0,0,74.3,1.5
5,2016,8399,1,27928.0,0,0,78.5,1.5
6,2015,9450,2,20445.0,4,160,44.8,1.6
5,2018,10150,1,8135.0,4,145,65.7,1.0
6,2015,9495,1,20018.0,4,20,60.1,1.0
5,2017,9795,1,12302.0,4,0,65.7,1.0
5,2014,9195,1,18980.0,4,0,65.7,1.0
13,2017,16995,1,19172.0,0,145,60.1,2.0
5,2018,10500,1,23047.0,4,145,65.7,1.0
12,2018,8450,1,17554.0,4,145,54.3,1.2
5,2019,12500,1,17695.0,4,145,56.5,1.0
12,2017,7850,1,11149.0,4,145,57.7,1.2
2,2016,8750,1,25434.0,4,125,52.3,1.0
5,2017,10350,1,18730.0,4,145,65.7,1.0
6,2017,11499,1,21063.0,0,0,74.3,1.5
13,2018,18999,1,13154.0,0,145,60.1,2.0
5,2018,11999,1,9899.0,4,145,65.7,1.0
5,2018,10999,1,5732.0,4,145,55.4,1.1
5,2017,8999,1,34280.0,4,0,65.7,1.0
5,2019,19000,1,7584.0,4,145,58.9,1.0
3,2019,32500,2,1521.0,0,145,37.2,2.0
1,2017,9150,1,29336.0,0,20,68.9,1.5
13,2019,18800,1,14375.0,0,145,47.9,2.0
13,2019,18400,1,7957.0,4,145,34.4,1.5
5,2018,10350,1,6460.0,4,145,64.2,1.1
2,2017,8900,1,40861.0,0,30,64.2,1.5
5,2013,7250,1,28708.0,4,0,65.7,1.0
5,2019,13000,1,35.0,4,145,48.7,1.1
6,2017,12250,1,14554.0,0,145,74.3,1.5
6,2019,15497,1,12378.0,4,145,60.1,1.0
2,2018,13739,1,8230.0,4,145,54.3,1.0
5,2018,10190,1,24417.0,4,145,65.7,1.0
5,2018,10497,1,15968.0,4,145,64.2,1.1
5,2018,10690,1,7114.0,4,145,64.2,1.1
6,2018,13790,1,12047.0,4,145,57.7,1.0
13,2017,15790,1,5509.0,0,145,60.1,2.0
6,2018,11890,1,13914.0,4,145,61.4,1.0
5,2018,9690,1,14961.0,4,145,65.7,1.0
6,2017,12990,1,12822.0,4,145,57.7,1.0
5,2017,9690,1,19725.0,4,145,65.7,1.0
5,2018,9997,1,5777.0,4,145,64.2,1.1
6,2017,12497,1,12206.0,4,145,60.1,1.0
13,2017,16497,1,13378.0,0,145,64.2,1.5
6,2018,15997,1,13794.0,4,145,60.1,1.0
5,2018,13690,1,10223.0,4,145,60.1,1.0
5,2018,11690,1,22477.0,4,145,58.9,1.0
5,2017,7250,1,33810.0,4,125,54.3,1.2
5,2018,9897,1,4868.0,4,145,64.2,1.1
2,2015,7490,1,31779.0,4,160,44.8,1.5
6,2019,14997,1,8745.0,4,145,58.9,1.0
5,2017,7997,1,20158.0,4,145,54.3,1.2
5,2018,9997,1,17476.0,4,145,64.2,1.1
5,2018,9697,1,30611.0,4,145,65.7,1.0
5,2016,6990,1,26138.0,4,125,54.3,1.2
12,2017,7997,1,10094.0,4,145,57.7,1.2
6,2018,11497,1,9379.0,4,145,61.4,1.0
6,2019,17497,1,8493.0,4,145,60.1,1.0
5,2017,10997,1,5508.0,4,145,65.7,1.0
6,2018,13497,1,17860.0,4,145,57.7,1.0
2,2018,13997,1,22084.0,4,145,54.3,1.0
6,2013,5997,1,75032.0,4,20,58.9,1.0
5,2018,11690,1,11483.0,4,145,65.7,1.0
6,2019,17497,1,9321.0,4,145,60.1,1.0
5,2017,7697,1,16886.0,4,125,54.3,1.2
2,2017,10997,1,16683.0,4,145,53.3,1.0
5,2017,8997,1,22040.0,4,0,65.7,1.0
13,2017,14997,1,15746.0,0,145,64.2,1.5
6,2018,12997,1,16568.0,4,145,57.7,1.0
5,2018,10997,1,11651.0,4,145,65.7,1.0
6,2017,11350,1,11892.0,4,145,60.1,1.0
6,2017,10490,1,21044.0,4,145,61.4,1.0
5,2017,9997,1,15220.0,4,145,64.2,1.1
5,2017,8900,1,11521.0,4,145,64.2,1.1
5,2017,8990,1,24872.0,4,145,64.2,1.1
6,2018,16950,1,7687.0,4,145,60.1,1.0
6,2017,10997,1,21136.0,4,20,61.4,1.0
13,2017,16500,1,19444.0,0,145,54.3,2.0
6,2017,10490,1,14576.0,4,20,60.1,1.0
5,2017,8790,1,16143.0,4,125,54.3,1.2
5,2018,10997,1,8389.0,4,145,65.7,1.0
6,2018,13497,1,19293.0,4,145,57.7,1.0
6,2019,16797,1,4523.0,4,145,60.1,1.0
5,2018,9997,1,20670.0,4,145,65.7,1.0
5,2018,11990,1,6952.0,4,145,65.7,1.0
5,2018,9750,1,15696.0,4,145,65.7,1.0
5,2018,9690,1,21175.0,4,145,65.7,1.0
6,2018,13497,1,12928.0,4,145,57.7,1.0
5,2018,11490,1,11876.0,4,145,65.7,1.0
5,2014,6497,1,52293.0,0,0,78.5,1.6
5,2015,7497,1,21747.0,4,125,54.3,1.2
6,2018,13997,1,17734.0,4,145,57.7,1.0
6,2018,11497,1,16558.0,4,145,60.1,1.0
5,2018,9997,1,13040.0,4,145,64.2,1.1
2,2019,14997,1,7810.0,4,145,53.3,1.0
11,2014,5997,1,32385.0,4,30,57.7,1.2
5,2017,10497,1,19200.0,4,145,65.7,1.0
5,2018,9997,1,20507.0,4,145,64.2,1.1
5,2014,9697,1,27864.0,4,145,47.9,1.6
6,2017,10497,1,19686.0,4,145,61.4,1.0
6,2017,9774,1,26437.0,4,145,61.4,1.0
5,2017,8997,1,7987.0,4,145,54.3,1.2
6,2017,10990,1,9667.0,4,145,61.4,1.0
5,2018,9690,1,11667.0,4,145,64.2,1.1
5,2018,9997,1,15683.0,4,145,64.2,1.1
13,2017,17950,1,17689.0,0,145,64.2,1.5
6,2018,18250,1,20132.0,4,145,41.5,2.0
5,2018,10490,1,8256.0,4,145,65.7,1.0
5,2018,9690,1,14562.0,4,145,64.2,1.1
5,2018,10190,1,19686.0,4,145,65.7,1.0
5,2018,10290,1,10845.0,4,145,64.2,1.1
5,2018,10997,1,7689.0,4,145,64.2,1.1
6,2018,10950,1,20191.0,4,145,61.4,1.0
5,2018,9890,1,16390.0,4,145,64.2,1.1
6,2018,13497,1,17804.0,4,145,57.7,1.0
13,2018,15737,1,35831.0,0,145,64.2,1.5
0,2017,8890,1,16803.0,4,30,56.5,1.0
5,2017,9697,1,18250.0,4,145,64.2,1.1
5,2018,10990,1,13474.0,4,145,65.7,1.0
6,2018,14650,1,3943.0,4,145,57.7,1.0
6,2018,11997,1,7269.0,4,145,61.4,1.0
5,2018,9890,1,10109.0,4,145,64.2,1.1
6,2018,13490,1,13842.0,4,145,57.7,1.0
6,2018,14497,1,7255.0,4,145,57.7,1.0
5,2016,8750,1,16421.0,4,0,65.7,1.0
5,2017,11390,2,18331.0,4,145,54.3,1.0
6,2017,10390,1,16122.0,4,145,60.1,1.0
5,2017,10697,1,13130.0,4,145,65.7,1.0
6,2017,10997,1,8915.0,4,145,61.4,1.0
6,2016,9997,1,30085.0,0,0,74.3,1.5
5,2018,10497,1,5786.0,4,145,64.2,1.1
6,2018,11990,1,21567.0,4,145,57.7,1.0
2,2018,14690,1,10816.0,4,145,54.3,1.0
5,2015,6997,1,30901.0,4,30,54.3,1.2
5,2018,11997,1,8159.0,4,145,65.7,1.0
2,2018,12390,1,6369.0,4,145,54.3,1.0
5,2018,10997,1,10956.0,4,145,65.7,1.0
6,2018,12497,1,24396.0,4,145,57.7,1.0
5,2017,8490,1,30178.0,4,145,64.2,1.1
5,2018,14497,1,16601.0,4,145,60.1,1.0
13,2017,16497,1,17407.0,0,145,64.2,1.5
6,2017,10981,1,25782.0,4,145,60.1,1.0
6,2017,10690,1,6321.0,4,145,61.4,1.0
6,2017,8690,1,70143.0,0,145,74.3,1.5
5,2018,9697,1,6327.0,4,145,64.2,1.1
6,2018,13797,1,15230.0,4,145,57.7,1.0
2,2015,8997,1,28985.0,4,160,44.8,1.5
5,2018,12850,1,6127.0,4,145,62.8,1.0
6,2018,14541,1,5050.0,4,145,57.7,1.0
5,2018,9790,1,20146.0,4,145,65.7,1.0
13,2018,17997,1,16284.0,0,145,54.3,1.5
5,2018,15990,1,7874.0,4,145,40.3,1.5
5,2017,8750,1,5262.0,4,125,54.3,1.2
6,2017,10997,1,18676.0,4,145,60.1,1.0
6,2017,15490,1,17988.0,4,145,41.5,2.0
6,2017,11390,1,19419.0,4,145,60.1,1.0
6,2017,9997,1,29942.0,4,145,61.4,1.0
5,2017,8497,1,5806.0,4,145,54.3,1.2
5,2018,10697,1,9823.0,4,145,64.2,1.1
5,2018,9890,1,12875.0,4,145,64.2,1.1
6,2018,11490,1,14991.0,4,145,60.1,1.0
13,2018,16997,1,7654.0,4,145,45.6,1.5
5,2018,11820,1,6732.0,4,145,58.9,1.0
5,2018,10497,1,14455.0,4,145,64.2,1.1
5,2017,9350,1,17027.0,4,145,64.2,1.1
6,2017,16690,1,24692.0,4,145,41.5,2.0
5,2017,9661,1,10864.0,4,145,64.2,1.1
6,2017,11841,1,17434.0,4,145,60.1,1.0
6,2017,10497,1,33274.0,4,145,60.1,1.0
5,2017,8750,1,10458.0,4,145,64.2,1.1
14,2017,18290,0,9641.0,2,145,56.5,2.0
6,2016,23997,1,28170.0,4,235,36.7,2.3
6,2017,27497,1,1973.0,4,235,36.7,2.3
13,2017,14490,1,17957.0,0,125,60.1,2.0
0,2013,6890,1,20881.0,0,20,70.6,1.6
6,2019,17981,1,3892.0,0,145,80.7,1.5
5,2018,11350,1,12981.0,4,145,65.7,1.0
8,2018,18741,0,8878.0,0,145,52.3,2.0
13,2017,13900,1,22139.0,0,30,64.2,1.5
6,2017,10997,1,6348.0,4,20,61.4,1.0
6,2018,16990,1,8348.0,4,145,60.1,1.0
5,2017,8697,1,20518.0,4,125,54.3,1.2
5,2017,10997,1,12425.0,4,20,62.8,1.0
6,2018,12497,1,13589.0,4,145,60.1,1.0
5,2018,11997,1,10131.0,4,145,65.7,1.0
2,2018,13841,1,9398.0,4,145,54.3,1.0
5,2018,10497,1,9615.0,4,145,64.2,1.1
6,2018,20990,1,7122.0,4,145,41.5,2.0
6,2018,16750,1,10561.0,4,145,60.1,1.0
6,2018,14497,1,18608.0,4,145,58.9,1.0
12,2017,6789,1,27914.0,4,150,57.7,1.2
5,2014,7700,2,28882.0,4,145,47.9,1.6
5,2017,8997,1,9965.0,4,125,54.3,1.2
13,2017,15997,1,19744.0,0,145,60.1,2.0
6,2018,13497,1,13588.0,4,145,57.7,1.0
6,2018,11997,1,11502.0,4,145,61.4,1.0
5,2015,6997,1,37090.0,4,0,65.7,1.0
5,2017,8997,1,17616.0,4,125,54.3,1.2
13,2017,17497,1,13416.0,0,125,60.1,2.0
5,2017,7997,1,31803.0,4,125,54.3,1.2
5,2017,8497,1,14487.0,4,145,54.3,1.2
2,2018,12997,1,14868.0,4,145,54.3,1.0
1,2019,12950,0,13807.0,0,145,56.5,1.5
5,2015,8700,2,23459.0,4,145,47.9,1.6
13,2018,17800,0,33421.0,0,145,54.3,2.0
0,2013,5700,1,66449.0,4,30,57.7,1.0
5,2014,6200,1,49939.0,0,0,78.5,1.6
13,2017,16750,1,17035.0,0,145,54.3,2.0
14,2015,8973,1,54803.0,0,20,68.9,2.0
5,2016,12995,0,2874.0,4,0,57.7,1.0
6,2018,17750,1,9836.0,0,145,67.3,2.0
2,2017,10250,1,14554.0,4,125,53.3,1.0
2,2014,8000,1,16323.0,0,30,61.4,1.5
6,2018,11500,1,8286.0,4,150,60.1,1.0
2,2017,9500,1,31691.0,4,125,53.3,1.0
13,2017,14500,1,25951.0,0,150,60.1,2.0
2,2019,16000,1,7684.0,4,150,51.4,1.0
5,2018,10000,1,12490.0,4,150,64.2,1.1
5,2019,12500,1,3685.0,4,150,56.5,1.0
5,2019,11000,1,7775.0,4,145,55.4,1.1
5,2017,8690,1,17932.0,4,125,54.3,1.2
5,2018,9997,1,7469.0,4,145,64.2,1.1
5,2018,9997,1,15464.0,4,145,64.2,1.1
6,2017,9997,1,34606.0,4,145,60.1,1.0
5,2017,7997,1,27838.0,4,125,54.3,1.2
6,2017,10997,1,18980.0,4,145,61.4,1.0
6,2017,10797,1,16546.0,4,145,61.4,1.0
12,2017,7997,1,24427.0,4,145,57.7,1.2
13,2017,13997,1,28930.0,0,30,64.2,1.5
5,2018,12000,1,11201.0,4,145,58.9,1.0
5,2018,11500,1,36775.0,4,145,65.7,1.0
12,2017,7500,1,18055.0,4,145,57.7,1.2
6,2018,14000,2,15983.0,0,145,67.3,1.5
2,2017,10000,1,10133.0,4,150,52.3,1.0
12,2018,7500,1,13647.0,4,150,57.7,1.2
13,2017,16000,1,26931.0,0,150,54.3,2.0
13,2019,21000,1,10889.0,0,150,45.6,1.5
2,2018,13500,1,10654.0,4,145,54.3,1.0
18,2016,16000,1,16030.0,0,125,56.5,2.0
13,2016,14000,1,34986.0,0,145,54.3,2.0
12,2018,8000,1,9193.0,4,145,57.7,1.2
6,2014,7000,1,25462.0,0,20,67.3,1.6
5,2018,10500,1,18459.0,4,145,65.7,1.0
5,2018,10000,1,13547.0,4,150,65.7,1.0
5,2016,8500,1,42195.0,4,20,62.8,1.0
5,2019,14500,1,6659.0,4,145,58.9,1.0
5,2019,14500,1,5650.0,4,145,58.9,1.0
6,2017,16000,1,17000.0,4,200,41.5,2.0
1,2016,9500,2,21065.0,0,20,64.2,1.5
2,2019,14500,1,15500.0,4,145,53.3,1.0
13,2018,16500,1,6000.0,0,145,64.2,1.5
2,2017,10200,1,21114.0,4,125,53.3,1.0
2,2014,8500,1,19671.0,4,125,53.3,1.0
5,2017,9400,1,26000.0,4,150,64.2,1.1
5,2013,8800,1,62000.0,4,150,47.9,1.6
1,2013,6250,1,72937.0,0,30,61.4,1.6
13,2016,15500,1,32600.0,0,145,54.3,2.0
6,2015,8465,2,43450.0,4,160,44.8,1.6
5,2014,5465,1,41638.0,4,30,54.3,1.2
5,2018,11300,1,9601.0,4,145,65.7,1.0
5,2014,7600,1,27741.0,4,0,65.7,1.0
5,2017,9200,1,12759.0,4,125,54.3,1.2
6,2018,13620,1,12180.0,4,145,57.7,1.0
5,2016,9000,1,12944.0,4,125,54.3,1.2
6,2018,16800,1,19388.0,4,145,60.1,1.0
2,2018,14750,1,16197.0,4,145,54.3,1.0
5,2018,10400,1,10978.0,4,145,65.7,1.0
6,2018,14500,1,10755.0,4,145,57.7,1.0
12,2018,8750,1,10388.0,4,145,57.7,1.2
5,2013,6500,1,38609.0,4,0,65.7,1.0
6,2018,13500,1,21825.0,0,145,74.3,1.5
6,2018,13750,1,7565.0,0,145,74.3,1.5
5,2013,7000,1,13969.0,4,30,54.3,1.2
2,2017,10650,1,24178.0,4,145,52.3,1.0
13,2017,15500,1,19027.0,0,145,64.2,1.5
5,2013,5600,1,63884.0,4,30,54.3,1.2
9,2016,11500,1,12548.0,0,30,64.2,1.5
5,2020,19718,1,10.0,4,145,55.4,1.0
6,2018,15500,1,7917.0,4,145,58.9,1.0
5,2017,9310,1,16235.0,4,0,65.7,1.0
12,2018,9000,1,9000.0,4,150,47.9,1.2
2,2017,10000,1,33375.0,0,150,64.2,1.5
13,2019,26000,2,1378.0,0,145,42.2,2.0
2,2019,16100,1,3207.0,4,145,53.3,1.0
6,2019,18000,1,8985.0,4,145,60.1,1.0
5,2019,18000,2,1265.0,4,145,48.7,1.0
5,2016,8800,1,25587.0,4,0,65.7,1.0
6,2017,11700,1,26807.0,4,145,60.1,1.0
5,2018,11200,1,17138.0,4,145,65.7,1.0
5,2017,7860,1,24293.0,4,125,54.3,1.2
5,2015,7160,1,43441.0,0,0,88.3,1.5
6,2015,14465,1,31322.0,4,205,41.5,2.0
5,2016,10497,1,9920.0,0,0,78.5,1.5
5,2015,5999,1,30540.0,4,125,54.3,1.2
2,2016,8999,1,11800.0,4,125,53.3,1.0
5,2013,7710,1,27320.0,4,0,65.7,1.0
6,2014,7695,1,51986.0,0,20,67.3,1.6
5,2018,11000,1,28573.0,4,145,56.5,1.0
5,2015,8495,1,30007.0,4,20,62.8,1.0
5,2016,9190,0,19424.0,4,0,57.7,1.0
6,2016,8830,1,33980.0,0,0,74.3,1.5
6,2017,8500,1,26546.0,4,20,61.4,1.0
5,2018,11300,2,35407.0,4,145,54.3,1.0
5,2018,12000,1,29620.0,4,145,65.7,1.0
5,2018,13500,2,4213.0,4,145,54.3,1.0
13,2014,9000,1,39187.0,0,125,60.1,2.0
3,2017,20000,1,13826.0,0,145,48.7,2.0
13,2015,9000,1,45394.0,0,125,60.1,2.0
5,2018,9000,1,22496.0,4,145,64.2,1.1
5,2017,11298,1,16364.0,4,0,65.7,1.0
5,2017,10998,1,14565.0,4,0,65.7,1.0
1,2017,9798,1,24842.0,4,30,55.4,1.0
6,2017,11498,1,22876.0,0,0,74.3,1.5
5,2017,8998,1,24625.0,4,0,65.7,1.0
5,2013,6298,1,33762.0,4,30,54.3,1.2
6,2016,8398,1,31221.0,4,20,61.4,1.0
8,2017,17995,2,40782.0,0,145,52.3,2.0
13,2017,17495,0,5040.0,4,235,38.2,1.5
6,2017,9795,2,31100.0,4,125,51.4,1.0
5,2017,8797,1,17953.0,4,145,54.3,1.2
5,2016,8690,1,15990.0,4,0,65.7,1.0
6,2017,9990,1,14205.0,4,145,60.1,1.0
6,2017,12997,1,9612.0,4,145,57.7,1.0
5,2017,10971,1,10388.0,4,145,65.7,1.0
5,2017,9350,1,19367.0,4,145,64.2,1.1
6,2017,18690,1,16967.0,4,145,41.5,2.0
5,2019,16690,1,6760.0,4,145,40.3,1.5
6,2018,16750,1,10567.0,4,145,60.1,1.0
14,2015,12941,1,10599.0,4,145,48.7,1.5
5,2018,9490,1,18516.0,4,145,64.2,1.1
6,2018,11890,1,19097.0,4,145,60.1,1.0
6,2017,10497,1,27489.0,4,20,61.4,1.0
5,2018,12995,1,12267.0,4,145,65.7,1.0
6,2018,11980,1,13864.0,4,145,60.1,1.0
5,2013,7980,2,37576.0,4,145,47.9,1.6
13,2017,19998,2,18471.0,0,145,54.3,2.0
6,2019,16998,1,16410.0,4,145,60.1,1.0
6,2018,13998,1,9303.0,4,145,57.7,1.0
6,2019,19898,0,4166.0,0,145,64.2,2.0
13,2017,15498,1,23763.0,0,145,54.3,2.0
6,2018,21798,1,3774.0,4,145,41.5,2.0
5,2019,13998,1,11689.0,4,145,58.9,1.0
6,2017,10998,1,24014.0,0,145,74.3,1.5
5,2013,7298,2,24950.0,4,145,47.9,1.6
14,2017,11998,1,44456.0,0,30,65.7,2.0
6,2019,14798,1,18443.0,4,145,58.9,1.0
6,2017,10890,1,22158.0,4,20,60.1,1.0
6,2013,6790,1,37002.0,4,20,58.9,1.0
6,2016,9890,1,20058.0,0,0,74.3,1.5
12,2018,7797,1,13000.0,4,145,57.7,1.2
18,2017,15990,1,28115.0,0,145,56.5,2.0
6,2019,16997,1,6837.0,4,150,60.1,1.0
6,2018,16997,1,8954.0,4,145,60.1,1.0
5,2015,6995,1,30381.0,4,30,54.3,1.2
12,2018,6995,1,10529.0,4,145,57.7,1.2
13,2017,14998,1,44106.0,0,125,60.1,2.0
13,2017,17298,0,8245.0,4,235,38.2,1.5
13,2018,16998,1,19409.0,0,145,54.3,1.5
13,2019,17498,1,7669.0,4,145,34.4,1.5
6,2017,10998,1,49742.0,0,150,74.3,1.5
6,2016,9470,1,40519.0,0,0,74.3,1.5
13,2014,10298,1,35210.0,4,200,42.8,1.6
5,2016,9998,1,27154.0,4,20,62.8,1.0
5,2017,8998,1,10602.0,4,145,54.3,1.2
2,2017,10498,1,36562.0,4,125,52.3,1.0
6,2016,10995,1,25325.0,4,20,60.1,1.0
5,2018,7995,1,54400.0,4,145,64.2,1.1
5,2018,10000,1,8236.0,4,145,64.2,1.1
0,2017,10500,1,14552.0,4,145,47.1,1.4
6,2016,14500,1,35000.0,4,205,41.5,2.0
0,2014,7795,2,21050.0,4,160,44.1,1.6
0,2017,9998,1,6997.0,4,150,47.1,1.4
9,2017,11498,1,15371.0,4,30,54.3,1.0
6,2018,14990,1,4215.0,4,145,58.9,1.0
12,2016,7995,1,13057.0,4,30,57.7,1.2
6,2016,11280,1,10492.0,4,20,60.1,1.0
2,2016,9495,1,26638.0,4,160,44.8,1.5
5,2017,8995,1,34242.0,4,0,65.7,1.0
0,2013,6495,1,45159.0,4,145,47.1,1.4
2,2015,8845,1,21426.0,4,160,44.8,1.5
0,2017,10995,1,12245.0,4,145,56.5,1.0
0,2015,8495,1,41204.0,4,30,57.7,1.0
5,2015,8995,1,16130.0,4,0,65.7,1.0
6,2018,16998,1,8488.0,0,150,70.6,2.0
1,2016,9998,2,15335.0,0,125,58.9,2.0
9,2015,9998,1,25969.0,0,30,64.2,1.5
5,2018,10498,1,6188.0,4,150,55.4,1.1
1,2017,11498,1,11005.0,4,150,44.1,1.6
6,2018,13498,1,11206.0,4,145,57.7,1.0
5,2017,10498,2,3545.0,4,30,57.7,1.0
5,2015,6998,1,11052.0,4,125,54.3,1.2
5,2016,9798,1,23271.0,4,20,62.8,1.0
5,2016,10498,1,22517.0,4,0,65.7,1.0
5,2018,9990,1,6487.0,4,145,64.2,1.1
5,2018,10750,1,14919.0,4,145,65.7,1.0
5,2018,10497,1,14220.0,4,145,64.2,1.1
6,2018,13341,1,14064.0,4,145,57.7,1.0
6,2018,12997,1,7888.0,4,145,60.1,1.0
5,2017,10650,1,9813.0,4,145,65.7,1.0
13,2017,13990,1,27678.0,0,145,60.1,2.0
5,2017,9997,1,17855.0,4,145,64.2,1.1
6,2017,10490,1,28310.0,4,145,60.1,1.0
13,2017,14490,1,14210.0,0,145,64.2,1.5
6,2015,8998,1,25199.0,0,0,74.3,1.5
13,2019,17998,1,6514.0,0,150,45.6,1.5
6,2015,10298,1,12511.0,4,125,51.4,1.5
6,2016,9599,1,25625.0,0,0,74.3,1.5
5,2017,10898,1,14523.0,4,145,62.8,1.0
5,2014,6797,1,63000.0,4,20,62.8,1.0
6,2017,10797,1,20967.0,4,145,60.1,1.0
6,2018,13997,1,8005.0,4,145,57.7,1.0
5,2017,10397,1,18558.0,4,145,65.7,1.0
2,2019,14390,1,3381.0,4,145,53.3,1.0
5,2018,9997,1,25318.0,4,145,65.7,1.0
6,2018,13497,1,12565.0,4,145,57.7,1.0
6,2017,18997,1,20112.0,4,145,41.5,2.0
5,2017,9997,1,17595.0,4,0,65.7,1.0
6,2019,17890,1,6927.0,4,145,60.1,1.0
13,2015,11995,2,34032.0,0,145,52.3,2.0
6,2019,20695,0,1561.0,0,145,64.2,2.0
13,2019,21500,0,1916.0,4,145,28.8,1.5
6,2018,14700,1,5726.0,4,145,57.7,1.0
5,2018,10000,1,4352.0,4,145,64.2,1.1
5,2020,17500,2,10.0,4,145,48.7,1.0
12,2017,8000,1,29942.0,4,145,57.7,1.2
5,2017,8600,1,32137.0,4,125,54.3,1.2
5,2018,10700,1,20531.0,4,145,65.7,1.0
5,2018,12400,1,4864.0,4,145,60.1,1.0
5,2018,10498,1,8050.0,4,150,55.4,1.1
6,2015,7298,1,44149.0,4,20,60.1,1.0
13,2019,18498,1,9312.0,0,150,54.3,1.5
5,2018,15998,1,19790.0,4,150,40.3,1.5
6,2018,10998,1,21456.0,4,150,60.1,1.0
6,2017,10698,1,41068.0,0,0,74.3,1.5
5,2017,11698,1,9977.0,4,150,65.7,1.0
1,2017,10998,1,24107.0,0,20,68.9,1.5
5,2016,7498,1,35075.0,0,0,78.5,1.5
2,2017,10998,1,8421.0,4,125,53.3,1.0
5,2018,12000,1,9452.0,4,145,65.7,1.0
2,2017,12000,1,10545.0,4,150,52.3,1.0
6,2018,13250,1,14984.0,4,150,57.7,1.0
5,2014,8750,1,35315.0,4,0,65.7,1.0
14,2016,11400,1,43998.0,0,30,64.2,2.0
2,2017,11000,1,22588.0,4,125,52.3,1.0
5,2017,10500,1,22414.0,4,145,65.7,1.0
6,2016,9200,1,43792.0,4,20,61.4,1.0
5,2017,11750,1,15856.0,4,145,65.7,1.0
13,2017,14000,1,36363.0,0,30,64.2,1.5
1,2013,6270,1,27841.0,0,30,61.4,1.6
13,2017,13970,1,14252.0,0,30,64.2,1.5
13,2017,16770,2,9992.0,0,145,54.3,2.0
6,2013,5290,1,65607.0,4,20,58.9,1.0
2,2017,8940,1,23544.0,4,125,52.3,1.0
6,2016,8249,1,34887.0,4,20,60.1,1.0
6,2017,9900,1,26345.0,4,145,61.4,1.0
2,2017,9790,1,15818.0,4,145,53.3,1.0
6,2017,8790,1,41093.0,0,145,74.3,1.5
2,2018,16698,2,3271.0,4,145,48.7,1.0
5,2013,4998,1,72101.0,4,30,54.3,1.2
14,2014,7995,1,57025.0,4,165,44.1,1.6
6,2018,12995,1,7804.0,4,145,57.7,1.0
6,2015,7995,1,48000.0,0,0,74.3,1.5
5,2013,5495,1,63980.0,0,0,76.4,1.5
6,2015,6990,1,66992.0,0,0,74.3,1.5
14,2015,10329,1,37114.0,4,145,48.7,1.5
2,2018,13495,1,13221.0,4,145,53.3,1.0
6,2017,10345,1,31913.0,0,145,74.3,1.5
5,2014,7700,1,28652.0,4,0,65.7,1.0
2,2017,10250,1,26892.0,4,145,52.3,1.0
6,2018,12000,1,11285.0,4,150,60.1,1.0
2,2017,10750,1,17815.0,4,150,52.3,1.0
2,2018,14000,1,20500.0,4,150,54.3,1.0
5,2017,9400,1,27768.0,4,150,64.2,1.1
0,2014,7000,2,34732.0,4,160,44.1,1.6
5,2019,16000,1,1702.0,4,145,55.4,1.0
6,2017,10380,1,22945.0,4,145,61.4,1.0
5,2017,8700,1,21218.0,4,150,54.3,1.2
13,2016,14250,1,22015.0,0,125,60.1,2.0
5,2015,6998,1,19505.0,4,0,65.7,1.0
5,2017,9898,1,28741.0,4,20,62.8,1.0
1,2017,11298,1,18492.0,0,20,68.9,1.5
6,2019,14698,1,17640.0,4,150,58.9,1.0
13,2017,16998,0,7293.0,4,150,38.2,1.5
2,2017,9998,1,25050.0,4,125,53.3,1.0
1,2017,11998,1,20646.0,0,150,68.9,1.5
1,2017,10698,1,31743.0,0,20,68.9,1.5
6,2018,13500,1,24417.0,4,145,57.7,1.0
12,2018,8800,1,13220.0,4,145,57.7,1.2
12,2018,8750,1,8355.0,4,145,57.7,1.2
5,2015,7895,2,36003.0,4,145,47.9,1.6
5,2015,10795,1,21529.0,4,145,47.9,1.6
8,2017,17995,1,27769.0,0,125,56.5,2.0
5,2018,11200,1,12064.0,4,145,65.7,1.0
13,2018,16601,2,22508.0,0,150,54.3,2.0
12,2018,8990,1,8411.0,4,145,54.3,1.2
5,2016,8990,1,14088.0,4,0,65.7,1.0
5,2017,10990,1,10185.0,4,150,65.7,1.0
1,2016,9990,1,37249.0,0,20,68.9,1.5
2,2018,14490,1,10426.0,4,150,54.3,1.0
18,2017,19490,2,21021.0,0,145,51.4,2.0
5,2018,10990,1,30304.0,4,145,56.5,1.0
13,2016,14990,2,45472.0,0,145,54.3,2.0
13,2019,18990,1,5003.0,4,145,39.2,1.5
6,2014,7676,1,35201.0,4,30,56.5,1.0
11,2014,4560,1,35824.0,4,30,57.7,1.2
6,2016,14237,1,25780.0,0,20,67.3,2.0
6,2018,14280,1,8900.0,4,145,57.7,1.0
0,2016,8180,1,25558.0,4,30,55.4,1.0
13,2017,16990,2,19016.0,0,145,54.3,2.0
5,2014,7090,1,28877.0,4,0,65.7,1.0
6,2013,5902,1,57890.0,0,20,67.3,1.6
5,2016,9698,1,23484.0,4,20,62.8,1.0
5,2017,11998,2,5863.0,4,0,57.7,1.0
